,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BLVRB,1380.562658,2.257351674,0.532578083,4.238536554,2.25E-05,0.000101265
TTLL11,82.46266264,1.607977455,0.379370496,4.23854114,2.25E-05,0.000101265
PPP1R14B,5309.960982,0.966017975,0.227984863,4.237202259,2.26E-05,0.000101842
MAP1A,231.4305668,3.355452783,0.79191468,4.237139263,2.26E-05,0.000101844
CRTC1,584.1766135,2.35942163,0.557205512,4.23438315,2.29E-05,0.000103075
MYEOV2,1546.973046,1.178525313,0.278399961,4.233209339,2.30E-05,0.000103587
FOXN3,3563.089205,-1.927743534,0.455402977,-4.233049917,2.31E-05,0.000103634
MUCL1,20.75245929,7.126196197,1.683514502,4.232928311,2.31E-05,0.000103663
TOP1MT,1471.334718,1.930841593,0.45628427,4.231663722,2.32E-05,0.000104221
MYL2,13.82942923,-6.657648394,1.573659644,-4.230678736,2.33E-05,0.000104652
GLDN,50.74178376,7.557906984,1.786932376,4.22954281,2.34E-05,0.000105154
LINC00087,86.18745072,6.398705661,1.512899313,4.22943259,2.34E-05,0.000105178
CPZ,678.3661027,6.094440083,1.442014712,4.226336967,2.38E-05,0.000106597
USH1G,67.51760471,4.214570048,0.997224101,4.226301836,2.38E-05,0.000106597
CHMP3,222.5753313,1.701720582,0.402768685,4.225056821,2.39E-05,0.00010716
COX5A,4207.416126,-0.679402765,0.160850494,-4.223815218,2.40E-05,0.000107725
RBM15B,3881.843917,1.311415571,0.310525013,4.223220408,2.41E-05,0.000107982
FBXO41,2008.112424,-1.673573095,0.39631714,-4.222812814,2.41E-05,0.000108149
NME9,16.10498022,-2.728569759,0.646447358,-4.220869227,2.43E-05,0.00010905
RBP5,28.36434634,-2.888381117,0.68431645,-4.220826664,2.43E-05,0.00010905
C9orf117,17.6341546,3.17276975,0.751791929,4.220276417,2.44E-05,0.000109289
IGDCC4,507.5361901,-2.920241387,0.692176462,-4.218926169,2.45E-05,0.000109895
UMODL1,7.592166267,-4.734616874,1.12223644,-4.218912081,2.45E-05,0.000109895
NBPF3,256.4418072,2.762301721,0.655165609,4.216188519,2.48E-05,0.000111202
NAV2,2947.520479,2.104899804,0.499572533,4.213401785,2.52E-05,0.000112554
DHX40,2080.554495,2.049300413,0.48655159,4.211887201,2.53E-05,0.000113283
LOC100507032,99.67949517,-2.852108567,0.677239854,-4.211371421,2.54E-05,0.000113512
ZSWIM5,249.9507058,5.731340126,1.361039704,4.211001421,2.54E-05,0.000113669
CHMP1A,3918.499958,1.921641434,0.456404654,4.210389654,2.55E-05,0.000113948
TYMP,174.8365769,-2.588921204,0.615080791,-4.209075036,2.56E-05,0.000114584
YRDC,888.52513,-0.97819182,0.232441081,-4.208343102,2.57E-05,0.000114926
FGFR1OP2,1086.456223,-1.608815116,0.382497377,-4.206081429,2.60E-05,0.000116051
LOC100506178,7.330360009,-5.924857148,1.408803782,-4.205594294,2.60E-05,0.000116272
FKBP4,11045.88269,1.787988589,0.425155569,4.205492574,2.61E-05,0.000116294
NPY6R,12.47075507,-7.472402303,1.776900575,-4.205301302,2.61E-05,0.000116363
SUFU,678.2424535,1.327552672,0.315701965,4.205082072,2.61E-05,0.000116446
IL12A,23.78116582,-3.453300981,0.821330944,-4.204518294,2.62E-05,0.000116706
GALNTL1,296.5710415,4.662831587,1.109497897,4.202650227,2.64E-05,0.000117644
SLC23A2,2085.139018,-2.116276191,0.503633493,-4.20201639,2.65E-05,0.000117943
PAFAH1B3,1837.154105,2.106583419,0.501383651,4.201539911,2.65E-05,0.000118162
SEC14L4,71.9137019,5.290526558,1.259423971,4.200751042,2.66E-05,0.000118544
SLC9A7P1,29.32759562,4.517438863,1.075658578,4.199695849,2.67E-05,0.000119067
FAM198A,109.097802,4.289189882,1.021478167,4.199002994,2.68E-05,0.000119401
HLCS,808.4060488,0.996727919,0.237417245,4.198211969,2.69E-05,0.000119788
EIF2AK2,1601.157604,-2.099349918,0.500103131,-4.197833983,2.69E-05,0.000119958
NCR2,7.412480091,-7.693180177,1.83276298,-4.197585974,2.70E-05,0.000120058
APOBEC4,6.337918635,-7.395036218,1.762303573,-4.196232891,2.71E-05,0.000120746
GEM,202.071399,-1.967257681,0.468954479,-4.194986445,2.73E-05,0.000121381
SOX21,80.40426158,7.40985642,1.766618813,4.194371963,2.74E-05,0.00012168
RAB27A,878.9957178,-2.099055825,0.500471959,-4.194152717,2.74E-05,0.000121766
SLC22A20,79.47049337,2.470940829,0.589535575,4.191334561,2.77E-05,0.000123257
CELF5,283.1561398,4.865454934,1.160995584,4.190760931,2.78E-05,0.000123538
NRBP1,5070.848464,1.591920558,0.379870616,4.19069149,2.78E-05,0.000123544
SNTB2,896.4151077,1.208935731,0.28859796,4.188996106,2.80E-05,0.000124439
RPS6KA4,1580.644068,2.020889658,0.482533939,4.188077756,2.81E-05,0.000124911
CORO2A,1095.602515,2.507568988,0.598751508,4.187996114,2.81E-05,0.000124924
METTL13,2612.897873,1.114002568,0.266027001,4.187554509,2.82E-05,0.000125136
ATG16L2,592.3319678,-1.96009725,0.468254786,-4.185963089,2.84E-05,0.000125983
TNNT2,113.2466711,5.281665452,1.261831795,4.185712764,2.84E-05,0.00012609
GNB2,6747.06094,1.903039296,0.45466443,4.185590885,2.84E-05,0.000126126
GRIN3B,43.01901321,3.547707157,0.847659289,4.185298508,2.85E-05,0.000126256
ALG3,1614.338684,1.697890746,0.405858559,4.183454329,2.87E-05,0.000127252
UCHL1,7921.399218,-4.485492186,1.072513627,-4.182223959,2.89E-05,0.000127911
NEIL2,623.3451378,-0.894963153,0.214013822,-4.181800705,2.89E-05,0.000128116
TRIM61,29.96667511,-4.638792236,1.109342033,-4.181570785,2.90E-05,0.000128213
CTHRC1,23.94940947,4.2627951,1.019728365,4.180324139,2.91E-05,0.000128885
CHD5,201.1790614,3.695742476,0.884254889,4.179499057,2.92E-05,0.000129321
ZNRF1,2063.56887,2.459608318,0.588529437,4.179244336,2.92E-05,0.000129433
TMEM25,393.9504906,1.188742131,0.284479576,4.178655457,2.93E-05,0.000129735
PRKG1,219.9880339,4.866655264,1.164872429,4.177843979,2.94E-05,0.000130166
INHBE,241.3466624,-2.355595117,0.56384821,-4.177711438,2.94E-05,0.000130209
C20orf20,1128.190761,1.42943236,0.342275028,4.176268328,2.96E-05,0.000131004
FFAR1,9.360203059,-7.059332775,1.690429016,-4.176059869,2.97E-05,0.00013109
KLHDC7A,386.7587994,6.887625592,1.64956787,4.175412067,2.97E-05,0.000131397
LYPD6,419.4959958,5.181935743,1.241052853,4.175435182,2.97E-05,0.000131397
LOC100507178,57.94752414,-1.476851486,0.353805004,-4.174196147,2.99E-05,0.000132067
CGB7,12.44088598,6.32328177,1.515501358,4.172402577,3.01E-05,0.000133072
HDLBP,22239.96929,1.214338878,0.291044085,4.172353748,3.01E-05,0.000133072
WNK1,9332.696105,-1.121975211,0.268967216,-4.171419958,3.03E-05,0.000133585
STX7,1524.950482,-1.350574446,0.323790361,-4.171138518,3.03E-05,0.000133716
AHNAK,19205.10779,3.082180714,0.739231159,4.169441014,3.05E-05,0.000134682
CYTH2,2791.59722,1.370440504,0.328777444,4.168292345,3.07E-05,0.000135328
GPRASP2,27.71230103,5.558716066,1.333796221,4.167590206,3.08E-05,0.000135711
MDN1,7045.958667,-0.82687398,0.198460245,-4.166446437,3.09E-05,0.000136358
PDP1,644.6299108,2.223098038,0.533685135,4.165561097,3.11E-05,0.000136854
SCLT1,476.8686942,-1.826628364,0.438643832,-4.164263193,3.12E-05,0.0001376
CEL,85.42661881,1.772761911,0.425828417,4.163089738,3.14E-05,0.000138274
C20orf54,55.53337829,4.867642274,1.169489447,4.162194271,3.15E-05,0.000138782
LRG1,57.52045934,-3.974428389,0.954982685,-4.161780576,3.16E-05,0.000138999
EXT1,1201.225605,2.19365073,0.52723284,4.160686819,3.17E-05,0.000139631
GAA,2342.724232,2.480435863,0.596204991,4.160374202,3.18E-05,0.000139787
LGALS7B,13.88933258,7.254554716,1.743919393,4.15991401,3.18E-05,0.000140033
NDST1,3954.481537,1.579302557,0.379668138,4.159692107,3.19E-05,0.000140134
C19orf81,45.00845571,6.309271151,1.517062175,4.158874473,3.20E-05,0.000140601
PSMD12,2157.035634,1.2843782,0.308888354,4.158066126,3.21E-05,0.000141063
ZNF154,231.1340645,-2.985188032,0.718164613,-4.156690512,3.23E-05,0.000141879
SLC38A7,654.4099753,1.652894804,0.397713907,4.155989461,3.24E-05,0.000142279
SH3GL3,164.5607357,5.033420182,1.211543234,4.154552672,3.26E-05,0.00014314
C6orf165,31.70460235,5.711424518,1.374916929,4.154014252,3.27E-05,0.000143441
NFKBIA,3571.670934,-1.557740139,0.375292726,-4.150733629,3.31E-05,0.000145476
SLC35B1,1292.082585,1.553375206,0.374265092,4.150467783,3.32E-05,0.000145608
FAM131C,62.133165,4.028432053,0.970893457,4.149200948,3.34E-05,0.000146379
TNFRSF25,232.9442302,4.509951605,1.087403816,4.147448756,3.36E-05,0.000147467
GRIA4,85.65090378,-5.472930751,1.320798374,-4.143653461,3.42E-05,0.000149892
MPPED2,81.34824457,5.733135421,1.385314642,4.138507778,3.50E-05,0.000153254
SLC22A18AS,13.49377962,7.244249863,1.750545936,4.138280359,3.50E-05,0.000153367
PTPRN2,99.00493582,-3.275728379,0.791606318,-4.138077606,3.50E-05,0.000153464
ECD,1385.067142,-0.800288212,0.193416333,-4.137645454,3.51E-05,0.000153715
ZNF808,278.2724578,-1.537651723,0.371650747,-4.137356736,3.51E-05,0.000153869
LOC100287559,13.94377266,-2.830785827,0.68448683,-4.135632279,3.54E-05,0.000154991
LOC653160,31.33940963,-1.813985116,0.438782818,-4.134129786,3.56E-05,0.000155969
ST3GAL6,419.5211893,-4.930592143,1.192675864,-4.134058794,3.56E-05,0.000155977
TGM1,103.9358838,1.94548882,0.470713866,4.133060358,3.58E-05,0.000156617
GCLC,1412.994251,2.313332235,0.559883124,4.131812759,3.60E-05,0.00015743
SAMD9L,719.47041,-6.166667336,1.492716959,-4.131169876,3.61E-05,0.000157832
PDZK1,80.9584523,3.409386622,0.825319545,4.130989799,3.61E-05,0.000157916
ANAPC16,2724.410949,-0.928867751,0.224988798,-4.128506669,3.65E-05,0.00015959
C12orf77,9.517188782,-8.058225601,1.952059386,-4.128063757,3.66E-05,0.000159858
MAN1B1,1968.980835,1.526127344,0.369727484,4.127708676,3.66E-05,0.000160024
NR3C1,4159.92235,-2.845968299,0.689475069,-4.127731988,3.66E-05,0.000160024
C20orf118,18.07820141,-2.737535185,0.663270177,-4.127330432,3.67E-05,0.000160247
HSPA2,995.9340074,2.80402029,0.679421125,4.127072569,3.67E-05,0.000160387
XPNPEP2,6.655984638,-6.952715259,1.685216852,-4.12570955,3.70E-05,0.000161299
LOC100505715,64.74284905,-1.853975848,0.449453237,-4.124958268,3.71E-05,0.000161786
LOC100507424,17.37278539,-2.943818848,0.713712101,-4.12465873,3.71E-05,0.000161956
NIM1,39.96347371,-3.562735136,0.863891079,-4.124055939,3.72E-05,0.00016234
TMED3,2306.040445,1.333919608,0.323473228,4.123740361,3.73E-05,0.000162522
PPM1D,2233.677565,3.261607652,0.791184315,4.1224372,3.75E-05,0.000163403
NUMBL,567.9417024,1.758359558,0.426567975,4.122108696,3.75E-05,0.000163595
TMED9,5888.922954,1.196377125,0.29024867,4.121903909,3.76E-05,0.0001637
TMEM221,39.31846275,3.599458822,0.873374044,4.121325617,3.77E-05,0.00016407
DNASE2,1211.938583,1.148639574,0.278729583,4.12098193,3.77E-05,0.000164274
UGT1A6,14.90153685,7.587050202,1.84111943,4.120889759,3.77E-05,0.000164299
ASB14,25.44772917,-2.243008904,0.544398248,-4.120161869,3.79E-05,0.000164777
TMEM191A,68.4901106,2.931853451,0.711627547,4.119926871,3.79E-05,0.000164904
C7orf44,1452.314204,-0.959353482,0.232895022,-4.119252837,3.80E-05,0.000165346
ENDOG,432.3734266,2.704804622,0.656670535,4.118967547,3.81E-05,0.000165509
EHD3,608.8040057,1.824337173,0.442975552,4.118369884,3.82E-05,0.000165869
WHSC1L1,2043.304074,-1.386973932,0.336778878,-4.118351899,3.82E-05,0.000165869
BHLHE40,4099.378644,-2.446257228,0.594132362,-4.117360682,3.83E-05,0.000166542
LONRF1,763.608695,-1.356671638,0.329539258,-4.116874107,3.84E-05,0.000166852
GNRH1,45.89519392,-1.781931526,0.432845202,-4.116787057,3.84E-05,0.000166873
DCAF16,1357.617997,-1.234118345,0.299799029,-4.116485462,3.85E-05,0.00016705
TC2N,646.1039944,1.885826664,0.458134543,4.116316249,3.85E-05,0.000167131
GDF15,395.5222066,2.717074744,0.660203664,4.115509946,3.86E-05,0.00016759
SEMA4A,792.7634376,-1.792238041,0.435482828,-4.11551943,3.86E-05,0.00016759
SIGLEC14,18.74338646,-9.015749462,2.190622789,-4.115610186,3.86E-05,0.00016759
HBE1,7.27548094,-6.602437155,1.604525281,-4.114885089,3.87E-05,0.000168003
EVPLL,22.49324733,7.170566179,1.743119898,4.113639106,3.89E-05,0.00016886
ZNF234,296.4759994,-1.273442376,0.309569108,-4.113596428,3.90E-05,0.00016886
HCK,1215.718128,-4.319547873,1.050459891,-4.112054073,3.92E-05,0.00016995
FASTKD1,1210.239604,-2.176068538,0.529367412,-4.110696069,3.94E-05,0.00017091
GNG4,1268.409338,4.44417872,1.081247795,4.110231475,3.95E-05,0.000171212
ESRRB,10.00582482,-2.90793195,0.707569733,-4.109746101,3.96E-05,0.000171529
ACTA2,691.6152952,-1.431689628,0.348373133,-4.109644208,3.96E-05,0.000171562
HIPK1,5264.315124,2.731607419,0.664711386,4.109463858,3.97E-05,0.000171653
HSPBP1,1520.07272,2.103730297,0.5119572,4.109191743,3.97E-05,0.000171813
CPT1C,1136.851081,5.083321813,1.237230541,4.108629431,3.98E-05,0.000172189
RFFL,342.8589994,-1.535475112,0.373732691,-4.108484889,3.98E-05,0.000172254
SCARB2,1974.486169,2.229805909,0.542821007,4.107810637,3.99E-05,0.000172714
PLD4,26.22007829,-6.624048885,1.61309095,-4.106432365,4.02E-05,0.000173704
RABGAP1,2333.780385,1.51467104,0.368978774,4.105035694,4.04E-05,0.000174713
Sep-05,16.52875695,5.709111321,1.391332797,4.103339857,4.07E-05,0.000175956
SLC19A3,84.56805371,5.126083976,1.249271158,4.103259684,4.07E-05,0.000175973
VPS37D,67.37999083,3.035186784,0.739835718,4.102514533,4.09E-05,0.000176497
CC2D2B,8.167019562,-6.835633185,1.666921741,-4.100752314,4.12E-05,0.000177802
WIZ,1562.843963,1.846973491,0.450449334,4.10029131,4.13E-05,0.000178113
LOC100505648,103.6225084,-1.743402976,0.425246941,-4.09974254,4.14E-05,0.000178491
SHE,23.5218567,-2.894106504,0.705963868,-4.099510805,4.14E-05,0.000178626
PDK4,20.56805883,7.912530852,1.930769776,4.098122391,4.17E-05,0.000179656
C7orf13,263.9013673,3.047840041,0.744095595,4.096032902,4.20E-05,0.000181239
TAC3,104.3400916,-5.385464159,1.315012669,-4.095370551,4.21E-05,0.000181713
OR7E14P,81.19972316,5.567413069,1.359483499,4.095241371,4.22E-05,0.000181769
PIK3CB,796.6701146,0.999398819,0.244057078,4.094938885,4.22E-05,0.000181962
INPP4A,2225.619253,-1.349093786,0.329539537,-4.093875349,4.24E-05,0.000182753
SLC12A9,1514.206546,2.075057353,0.506909094,4.093549269,4.25E-05,0.000182965
SELK,813.4117059,-1.337646639,0.326811591,-4.093020794,4.26E-05,0.000183337
CPPED1,508.9794416,0.686467079,0.167719181,4.09295512,4.26E-05,0.000183344
TRPV3,83.1567695,-2.008448568,0.490743937,-4.092660991,4.26E-05,0.000183531
RPS10,7493.897382,-1.01581736,0.248215169,-4.092487033,4.27E-05,0.000183624
SLITRK4,185.1648631,6.919364045,1.690825522,4.092299268,4.27E-05,0.000183727
PGP,1684.817634,1.665044758,0.40694175,4.091604652,4.28E-05,0.000184204
RHPN1,1220.355387,4.658391168,1.138530288,4.091582996,4.28E-05,0.000184204
IP6K1,1687.343932,1.099658021,0.268769636,4.091451833,4.29E-05,0.000184263
C3orf21,783.429194,1.248182422,0.30514102,4.09051009,4.30E-05,0.000184948
MYO1C,6243.179238,1.45850012,0.356559985,4.090476161,4.30E-05,0.000184948
QDPR,690.3819457,2.116231957,0.517386801,4.090231822,4.31E-05,0.000185097
CENPH,1045.047389,-1.157883592,0.283100495,-4.09000907,4.31E-05,0.000185229
FBXO21,2040.549089,1.429203687,0.349487946,4.089421978,4.32E-05,0.000185653
EIF4G1,23410.99118,1.414228708,0.345889112,4.088676566,4.34E-05,0.000186204
CHN2,35.41109685,5.751463899,1.406950872,4.087892488,4.35E-05,0.000186789
ESRRA,1169.967811,1.30683075,0.319692207,4.087777932,4.36E-05,0.000186835
CGNL1,2920.141617,3.6111001,0.884078362,4.084592787,4.42E-05,0.000189369
LOC100132618,24.92958181,-3.302013899,0.808950549,-4.081848889,4.47E-05,0.000191572
PHF20,2226.666379,-1.492968652,0.365773781,-4.081672145,4.47E-05,0.000191671
FAM109A,324.646594,1.891979712,0.463569108,4.081332601,4.48E-05,0.000191904
LOC100292680,8.121532501,6.612560411,1.620604073,4.080305932,4.50E-05,0.000192706
COQ5,1173.623065,-0.752365186,0.184419263,-4.079645335,4.51E-05,0.000193206
YTHDF1,2822.667229,1.372264427,0.336603448,4.07679849,4.57E-05,0.000195538
PECAM1,10.50901709,-4.550471717,1.116387738,-4.076067447,4.58E-05,0.000196105
GPATCH8,2706.199814,-0.732660349,0.179760082,-4.075767766,4.59E-05,0.000196309
FTSJD2,2925.701159,-1.076443205,0.264139687,-4.075280086,4.60E-05,0.000196673
PPAPDC1B,668.5232873,-0.946666565,0.232322867,-4.07478858,4.61E-05,0.00019704
C20orf96,382.5181506,-1.527334875,0.374862184,-4.07439038,4.61E-05,0.000197329
ATG16L1,1043.545481,0.760785623,0.186755203,4.073705101,4.63E-05,0.000197862
PPP4C,5733.306041,2.110025607,0.518116723,4.072490835,4.65E-05,0.000198812
ZMAT3,3539.998529,-2.535432469,0.622577756,-4.072475196,4.65E-05,0.000198812
DPH5,1027.727419,-1.739380193,0.427160269,-4.071961552,4.66E-05,0.000199202
FAM86C1,297.3313637,1.454378619,0.357176673,4.071874585,4.66E-05,0.000199228
MBOAT2,772.5259263,2.357860374,0.57908131,4.07172591,4.67E-05,0.000199306
RASGEF1B,34.04271076,2.759586308,0.677802158,4.071374332,4.67E-05,0.000199558
SHH,1220.468217,13.94201606,3.424624103,4.071108432,4.68E-05,0.000199704
VEPH1,111.067482,5.320787753,1.306969001,4.071089481,4.68E-05,0.000199704
FAM5B,28.44683993,3.985787318,0.979355554,4.069806214,4.71E-05,0.000200758
PFDN6,1461.597577,-1.374602256,0.337836249,-4.06884181,4.72E-05,0.000201541
MCART6,84.78096754,-1.458618386,0.358556243,-4.068032324,4.74E-05,0.000202193
NDUFB2,2310.251696,0.95783456,0.235481426,4.06755886,4.75E-05,0.000202554
VDAC3,4225.504941,-1.276720148,0.313905667,-4.06720962,4.76E-05,0.000202808
SRP14,5983.409037,-0.776002538,0.190834486,-4.066364287,4.78E-05,0.000203495
MAST3,899.384271,-1.514877431,0.372559677,-4.066133622,4.78E-05,0.000203646
HDAC9,652.5433823,-3.112165375,0.765449583,-4.065800602,4.79E-05,0.000203887
TRPS1,738.0420638,4.54313313,1.11742804,4.065705323,4.79E-05,0.000203921
DEXI,843.0864474,1.212207388,0.298222851,4.064770293,4.81E-05,0.000204639
TMEM179B,753.4728164,1.345469561,0.331004026,4.064813282,4.81E-05,0.000204639
CA4,102.7771863,6.135726861,1.509668428,4.064287726,4.82E-05,0.000205013
EXT2,1956.422861,2.237152991,0.550497961,4.063871528,4.83E-05,0.000205329
AMIGO1,137.8865105,4.151468322,1.021579068,4.063775827,4.83E-05,0.000205363
TRIM38,546.5073077,-2.18455525,0.537692363,-4.062834811,4.85E-05,0.000206142
PPEF1,17.36542199,-4.477555557,1.102303649,-4.061998308,4.87E-05,0.000206832
LOC286367,49.97208053,-2.684811945,0.661548865,-4.058372839,4.94E-05,0.000210017
TOX3,312.8071595,6.752923544,1.663997533,4.058253339,4.94E-05,0.000210073
C19orf35,24.60515774,-4.013792423,0.989093535,-4.058051417,4.95E-05,0.000210204
ZNF778,476.2082187,2.328153398,0.573827637,4.057234696,4.97E-05,0.000210888
ARHGAP35,5304.797249,1.435240275,0.353757583,4.057129358,4.97E-05,0.000210932
CHRNE,18.02020067,-3.147187162,0.775877661,-4.056293048,4.99E-05,0.000211636
METTL11A,922.6116556,1.745420014,0.430327024,4.056031614,4.99E-05,0.000211822
CC2D1A,1830.134111,2.166325726,0.53436299,4.054033995,5.03E-05,0.000213587
MS4A6A,8.433681937,-7.830802856,1.931800953,-4.053628218,5.04E-05,0.000213906
GNA14,154.5172593,6.201412618,1.529971373,4.0532867,5.05E-05,0.000214166
TRIL,175.0849298,6.205876001,1.531296318,4.052694393,5.06E-05,0.000214657
C7orf46,284.9642108,-2.566585857,0.633401737,-4.052066337,5.08E-05,0.000215182
ZNF404,63.37101031,-2.563454409,0.632811548,-4.050897013,5.10E-05,0.000216207
BSG,16593.54526,1.574995462,0.38891785,4.04968675,5.13E-05,0.000217276
VPS26B,1515.606699,0.987371144,0.243943917,4.047533375,5.18E-05,0.00021923
ZBTB8OS,805.4439376,-1.278782032,0.315977237,-4.047070109,5.19E-05,0.000219611
FAHD1,752.1349153,1.319185761,0.326093415,4.045422873,5.22E-05,0.000221107
MOSPD3,421.3352143,1.598539238,0.395186393,4.045026005,5.23E-05,0.000221428
FAM124A,918.361274,4.231489557,1.04614377,4.044845151,5.24E-05,0.000221519
LOC401010,36.87218142,5.192999874,1.28386581,4.044815147,5.24E-05,0.000221519
SEC16A,5587.974495,1.433801873,0.354498792,4.044588888,5.24E-05,0.000221679
C6orf64,232.7900151,1.042039745,0.25771671,4.043353438,5.27E-05,0.000222797
C6orf204,555.6569934,-2.030381935,0.502230727,-4.042727425,5.28E-05,0.000223259
CILP2,246.9740447,3.840841876,0.95006438,4.042717478,5.28E-05,0.000223259
TKT,24437.42258,1.579247724,0.390642134,4.042696845,5.28E-05,0.000223259
LGR4,1361.253381,3.287672077,0.813350134,4.042136269,5.30E-05,0.000223739
RFC4,1732.127645,-1.022773929,0.253053103,-4.041736367,5.31E-05,0.000224067
NRXN1,294.7773599,-5.268538195,1.303800499,-4.040908251,5.32E-05,0.000224805
MEF2D,1755.937354,-1.325188578,0.327968315,-4.04059941,5.33E-05,0.000225046
IFRD2,2190.029782,1.466467595,0.362942707,4.040493349,5.33E-05,0.000225093
MTTP,14.01252115,-3.221791234,0.797852576,-4.038078378,5.39E-05,0.000227368
RHPN2,1151.447333,2.35955891,0.584419449,4.037440771,5.40E-05,0.000227931
CAMSAP3,999.3989904,2.86025948,0.708615904,4.036403165,5.43E-05,0.000228885
IL12B,14.89471627,-7.736478787,1.917073784,-4.035566525,5.45E-05,0.000229647
C19orf38,43.6973526,-3.607877407,0.894053018,-4.035417737,5.45E-05,0.000229737
LOC642852,873.2032259,1.994229054,0.49428625,4.034563081,5.47E-05,0.000230518
ST3GAL5,219.9262917,1.308865055,0.324438933,4.03424165,5.48E-05,0.000230778
C1orf106,1074.169501,1.590643921,0.394435021,4.032714737,5.51E-05,0.000232227
B3GALT6,625.1991073,1.397647255,0.34658341,4.032643265,5.52E-05,0.000232241
ZDBF2,776.2923036,-3.505092174,0.869225816,-4.032429904,5.52E-05,0.000232396
GLRB,19.37018802,4.230509085,1.049633307,4.030463835,5.57E-05,0.000234292
WIPI1,644.3396462,0.95482086,0.236935655,4.029874098,5.58E-05,0.000234823
LECT1,1343.279124,-6.057295313,1.503583612,-4.028572316,5.61E-05,0.00023607
AP3M1,2100.214045,-1.203743158,0.298845193,-4.027982335,5.63E-05,0.000236549
CENPC1,608.6572607,-1.675767992,0.416026064,-4.028036067,5.62E-05,0.000236549
LOC100129034,2156.265616,-1.544823807,0.383535773,-4.027848032,5.63E-05,0.000236627
ALG10B,454.1471013,-2.222780246,0.551962153,-4.027051914,5.65E-05,0.000237371
PARP10,715.6749281,-3.783328632,0.940611019,-4.02220318,5.77E-05,0.000242254
BRAF,414.7540393,-0.845571577,0.210232244,-4.022083207,5.77E-05,0.000242319
SYBU,250.473236,1.968113912,0.489373322,4.021702499,5.78E-05,0.000242652
DNAJB12,1225.470597,1.33594762,0.332280697,4.020539355,5.81E-05,0.000243795
HIST1H4L,13.50951635,-6.002870133,1.493312457,-4.019835302,5.82E-05,0.000244465
NPAS4,15.02881724,-5.482243266,1.363846998,-4.019690827,5.83E-05,0.000244556
GPR124,167.4930331,4.215667918,1.048841844,4.019355199,5.84E-05,0.000244846
AKAP5,206.1679014,-2.724999618,0.678116672,-4.018481967,5.86E-05,0.000245695
